
351—400,Paris-Sorbonne University – Paris 4France,"21,488",27.9,19%,70 : 30
351—400,Plymouth UniversityUnited Kingdom,"18,508",19.3,14%,52 : 48
351—400,Polytechnic University of TurinItaly,"29,422",27.9,16%,29 : 71
351—400,University of SalernoItaly,"37,862",56.3,1%,61 : 39
351—400,Swinburne University of TechnologyAustralia,"13,606",26.4,27%,39 : 61
351—400,University of Texas at San AntonioUnited States,"25,870",21.4,7%,48 : 52
351—400,Toyota Technological InstituteJapan,505,11.2,3%,7 : 93
351—400,University of TriesteItaly,"18,144",26.5,9%,56 : 44
351—400,Tulane UniversityUnited States,"11,495",11.8,11%,56 : 44
351—400,University of TurinItaly,"67,678",43.7,6%,63 : 37
351—400,Victoria UniversityAustraliaExplore,"15,270",32.5,22%,55 : 45
351—400,Victoria University of WellingtonNew Zealand,"16,940",20.1,21%,55 : 45
351—400,Washington State UniversityUnited States,"26,439",20.1,8%,51 : 49
351—400,Wayne State UniversityUnited States,"22,405",10.7,8%,57 : 43
351—400,École des Ponts ParisTechFrance,"1,810",12.9,44%,31 : 69
351—400,Örebro UniversitySweden,"8,698",15.9,2%,61 : 39
401—500,American UniversityUnited States,"11,636",12.0,12%,61 : 39
401—500,Aristotle University of ThessalonikiGreece,"44,433",22.3,9%,58 : 42
401—500,Atılım UniversityTurkeyExplore,"6,394",27.2,8%,n/a
401—500,University of AveiroPortugal,"10,641",17.7,9%,51 : 49
401—500,Bar-Ilan UniversityIsrael,"16,974",15.1,5%,59 : 41
401—500,University of Bari Aldo MoroItaly,"49,536",67.0,2%,64 : 36
401—500,University of BergamoItaly,"15,849",49.2,6%,63 : 37
401—500,Boğaziçi UniversityTurkey,"11,555",25.6,7%,50 : 50
401—500,University of BresciaItaly,"14,616",26.4,7%,46 : 54
401—500,State University of CampinasBrazil,"26,966",14.9,3%,48 : 52
401—500,University of CanberraAustralia,"11,287",31.0,28%,53 : 47
401—500,Polytechnic University of CataloniaSpain,"21,995",10.2,12%,27 : 73
401—500,Central Queensland UniversityAustraliaExplore,"12,300",26.6,28%,57 : 43
401—500,Charles University in PragueCzech Republic,"50,992",13.3,15%,61 : 39
401—500,Chung-Ang UniversitySouth Korea,"12,221",16.8,22%,44 : 56
401—500,University of CoimbraPortugal,"23,329",20.1,14%,55 : 45
401—500,Curtin UniversityAustraliaExplore,"31,353",18.4,36%,53 : 47
401—500,Cyprus University of TechnologyCyprus,"3,012",18.9,6%,57 : 43
401—500,Dublin City UniversityIreland,"8,856",24.9,18%,50 : 50
401—500,Ewha Womans UniversitySouth Korea,"14,989",14.2,10%,100 : 0
401—500,Federico Santa María Technical UniversityChileExplore,"18,424",28.3,2%,22 : 78
401—500,University of FerraraItaly,"13,781",22.9,7%,56 : 44
401—500,University of FlorenceItaly,"53,378",18.3,7%,60 : 40
401—500,Florida International UniversityUnited States,"33,983",25.8,7%,56 : 44
401—500,University of GenoaItaly,"35,777",29.2,9%,56 : 44
401—500,Georgia State UniversityUnited States,"28,788",19.2,5%,58 : 42
401—500,University of GrazAustria,"20,770",23.6,12%,65 : 35
401—500,University of GreifswaldGermany,"8,628",17.0,5%,54 : 46
401—500,Hasselt UniversityBelgium,"4,913",16.8,10%,46 : 54
401—500,Heriot-Watt UniversityUnited Kingdom,"9,289",16.9,42%,41 : 59
401—500,Higher School of EconomicsRussian Federation,"16,170",9.1,5%,n/a
401—500,Hokkaido UniversityJapan,"18,055",8.1,9%,29 : 71
401—500,Huazhong University of Science and TechnologyChina,"56,211",17.1,4%,35 : 65
401—500,Indian Institute of Technology DelhiIndia,"6,926",13.8,1%,19 : 81
401—500,Indian Institute of Technology KanpurIndia,"6,513",16.7,1%,14 : 86
401—500,Indian Institute of Technology MadrasIndia,"8,692",15.5,1%,19 : 81
401—500,Johannes Kepler University of LinzAustria,"6,652",11.7,9%,51 : 49
401—500,University of JyväskyläFinland,"9,591",15.4,5%,62 : 38
401—500,Kazan Federal UniversityRussian Federation,"24,028",10.9,9%,71 : 29
401—500,Keele UniversityUnited Kingdom,"8,302",14.9,22%,56 : 44
401—500,Kent State UniversityUnited States,"23,059",18.6,8%,59 : 41
401—500,King Fahd University of Petroleum and MineralsSaudi Arabia,"6,617",6.8,21%,0 : 100
401—500,Lehigh UniversityUnited States,"6,400",11.3,16%,44 : 56
401—500,University of LilleFrance,"67,189",27.5,12%,56 : 44
401—500,Lincoln UniversityNew Zealand,"2,985",14.0,23%,47 : 53
401—500,University of LisbonPortugal,"47,756",17.8,10%,52 : 48
401—500,Makerere UniversityUganda,"37,423",29.2,9%,51 : 49
401—500,University of ManitobaCanada,"29,111",28.0,13%,55 : 45
401—500,Marche Polytechnic UniversityItaly,"16,830",23.6,4%,46 : 54
401—500,"University of Maryland, Baltimore CountyUnited States","13,979",17.8,8%,46 : 54
401—500,Massey UniversityNew Zealand,"18,681",16.1,28%,61 : 39
401—500,University of Modena and Reggio EmiliaItaly,"20,141",26.4,6%,54 : 46
401—500,University of MontanaUnited States,"10,304",17.6,4%,55 : 45
401—500,Murdoch UniversityAustraliaExplore,"16,391",33.2,45%,59 : 41
401—500,University of NantesFrance,"34,714",22.8,11%,55 : 45
401—500,University of Naples Federico IIItaly,"82,500",61.2,n/a,56 : 44
401—500,National Cheng Kung University (NCKU)Taiwan,"21,157",14.3,11%,36 : 64
401—500,National Chiao Tung UniversityTaiwan,"12,609",17.1,6%,27 : 73
401—500,National Research Nuclear University MEPhIRussian FederationExplore,"7,297",9.8,10%,29 : 71
401—500,National Taiwan University of Science and Technology (Taiwan Tech)TaiwanExplore,"8,070",19.0,11%,31 : 69
401—500,University of NeuchâtelSwitzerland,"4,208",8.8,22%,60 : 40
401—500,New Mexico State UniversityUnited States,"14,479",17.8,7%,53 : 47
401—500,University of Nice Sophia AntipolisFrance,"28,218",20.7,21%,56 : 44
401—500,Northern Arizona UniversityUnited States,"23,167",24.8,5%,66 : 34
401—500,Novosibirsk State UniversityRussian Federation,"7,125",6.7,14%,50 : 50
401—500,The Open UniversityUnited Kingdom,"70,859",33.9,8%,61 : 39
401—500,Oxford Brookes UniversityUnited Kingdom,"12,928",17.5,27%,57 : 43
401—500,Panthéon-Sorbonne University – Paris 1France,"40,121",32.8,20%,60 : 40
401—500,University of PisaItaly,"50,937",19.8,5%,52 : 48
401—500,Pontifical Catholic University of ChileChile,"26,188",15.6,7%,n/a
401—500,University of PortoPortugal,"31,753",18.6,9%,54 : 46
401—500,University of PortsmouthUnited KingdomExplore,"18,949",16.4,25%,45 : 55
401—500,Université du Québec à MontréalCanada,"28,830",26.1,19%,61 : 39
401—500,RMIT UniversityAustraliaExplore,"30,795",17.3,26%,47 : 53
401—500,Renmin University of ChinaChina,"24,859",11.7,6%,n/a
401—500,University of Rome II – Tor VergataItaly,"31,393",18.4,6%,51 : 49
401—500,University of Rome IIIItaly,"35,290",59.0,4%,59 : 41
401—500,University of Rovira i VirgiliSpain,"12,637",13.0,10%,60 : 40
401—500,Saint Petersburg State UniversityRussian Federation,"21,924",5.5,7%,64 : 36
401—500,University of SalentoItaly,"19,983",58.8,1%,64 : 36
401—500,San Diego State UniversityUnited States,"28,358",31.8,6%,56 : 44
401—500,University of SaskatchewanCanada,"19,154",17.9,15%,57 : 43
401—500,University of SiegenGermany,"19,139",54.4,11%,50 : 50
401—500,"Soas, University of LondonUnited Kingdom","4,756",11.5,54%,63 : 37
401—500,University of St GallenSwitzerland,"7,175",11.3,34%,33 : 67
401—500,Stellenbosch UniversitySouth Africa,"22,478",23.9,8%,53 : 47
401—500,Stevens Institute of TechnologyUnited States,"5,999",18.3,34%,29 : 71
401—500,University of StrathclydeUnited Kingdom,"15,770",19.8,22%,49 : 51
401—500,Sun Yat-sen UniversityChinaExplore,"51,866",16.9,8%,51 : 49
401—500,Tokyo Medical and Dental University (TMDU)Japan,"2,906",3.2,7%,50 : 50
401—500,Tokyo Metropolitan UniversityJapanExplore,"9,294",9.6,4%,35 : 65
401—500,University of TsukubaJapan,"16,271",12.6,17%,38 : 62
401—500,UiT The Arctic University of NorwayNorway,"12,180",12.0,12%,60 : 40
401—500,Verona UniversityItalyExplore,"24,390",18.7,6%,64 : 36
401—500,University of WaikatoNew Zealand,"9,904",16.8,26%,57 : 43
401—500,Western Sydney UniversityAustralia,"30,734",28.6,13%,57 : 43
401—500,Wuhan UniversityChinaExplore,"49,152",14.0,7%,n/a
401—500,Xiamen UniversityChina,"42,210",15.6,4%,49 : 51
401—500,École Normale Supérieure de CachanFrance,"1,505",9.6,7%,26 : 74
501—600,American University of BeirutLebanon,"7,836",8.8,23%,52 : 48
501—600,"University of the Andes, ColombiaColombia","16,880",17.5,2%,44 : 56
501—600,University of ArkansasUnited States,"23,545",20.3,5%,51 : 49
501—600,Athens University of Economics and BusinessGreece,"11,659",48.0,6%,44 : 56
501—600,Auckland University of TechnologyNew Zealand,"17,627",16.9,39%,59 : 41
501—600,University of the Basque CountrySpain,"44,806",14.8,6%,52 : 48
501—600,Ben-Gurion University of the NegevIsrael,"16,477",20.1,3%,51 : 49
501—600,Bond UniversityAustralia,"3,201",13.6,35%,53 : 47
501—600,Université Bourgogne Franche-Comté (UBFC)France,"54,487",26.2,11%,53 : 47
501—600,University of CagliariItaly,"29,743",30.5,2%,62 : 38
501—600,Carleton UniversityCanada,"25,795",30.4,19%,48 : 52
501—600,University of CataniaItaly,"53,120",33.9,1%,61 : 39
501—600,Catholic University of the Sacred HeartItaly,"30,263",18.9,8%,n/a
501—600,Ca’ Foscari University of VeniceItaly,"20,478",41.9,7%,65 : 35
501—600,University of ChileChile,"38,079",17.4,4%,47 : 53
501—600,China Agricultural UniversityChina,"18,945",11.7,2%,58 : 42
501—600,"China Medical University, TaiwanTaiwanExplore","7,810",16.4,9%,53 : 47
501—600,Complutense University of MadridSpain,"63,925",20.3,12%,62 : 38
501—600,Concordia UniversityCanadaExplore,"31,440",30.6,27%,50 : 50
501—600,Creighton UniversityUnited States,"7,127",9.8,9%,57 : 43
501—600,East China Normal UniversityChinaExplore,"28,674",13.4,11%,64 : 36
501—600,East China University of Science and TechnologyChina,"23,869",13.3,5%,38 : 62
501—600,Edith Cowan UniversityAustraliaExplore,"16,540",35.8,17%,61 : 39
501—600,University of GranadaSpain,"59,530",17.6,9%,58 : 42
501—600,Harbin Institute of TechnologyChina,"31,580",10.6,8%,29 : 71
501—600,University of HertfordshireUnited Kingdom,"17,552",17.0,27%,53 : 47
501—600,Hiroshima UniversityJapan,"14,639",8.2,6%,36 : 64
501—600,University of HullUnited Kingdom,"14,518",18.0,20%,52 : 48
501—600,Indian Institute of Technology KharagpurIndia,"10,586",17.6,n/a,16 : 84
501—600,Indian Institute of Technology RoorkeeIndia,"8,134",14.2,1%,17 : 83
501—600,University of IoanninaGreece,"21,266",39.3,4%,57 : 43
501—600,Iran University of Science and TechnologyIran,"12,236",28.2,n/a,29 : 71
501—600,Istanbul Technical UniversityTurkey,"34,649",16.6,5%,33 : 67
501—600,Jadavpur UniversityIndia,"11,017",16.7,n/a,32 : 68
501—600,Kansas State UniversityUnited States,"21,472",14.3,10%,49 : 51
501—600,"Khalifa University of Science, Technology and ResearchUnited Arab Emirates","1,047",8.7,22%,49 : 51
501—600,King Saud UniversitySaudi Arabia,"40,404",13.4,7%,n/a
501—600,University of KwaZulu-NatalSouth AfricaExplore,"32,074",25.9,5%,59 : 41
501—600,Lappeenranta University of TechnologyFinlandExplore,"3,576",23.0,20%,31 : 69
501—600,University of LimerickIreland,"13,250",20.8,17%,47 : 53
501—600,Liverpool John Moores UniversityUnited Kingdom,"18,198",18.4,14%,53 : 47
501—600,Louisiana State UniversityUnited States,"28,541",19.9,5%,52 : 48
501—600,Mahidol UniversityThailand,"28,665",7.7,3%,63 : 37
501—600,University of MariborSlovenia,"13,956",16.5,3%,n/a
501—600,Memorial University of NewfoundlandCanada,"15,403",15.7,13%,57 : 43
501—600,Middlesex UniversityUnited Kingdom,"16,033",20.4,44%,60 : 40
501—600,University of MinhoPortugalExplore,"18,475",18.4,10%,54 : 46
501—600,Missouri University of Science and TechnologyUnited States,"7,884",23.0,17%,23 : 77
501—600,Montana State UniversityUnited States,"13,360",18.6,5%,45 : 55
501—600,Monterrey Institute of Technology and Higher EducationMexicoExplore,"14,168",20.0,15%,39 : 61
501—600,National Autonomous University of MexicoMexico,"139,544",11.9,5%,51 : 49
501—600,National Institute of Applied Sciences of Lyon (INSA Lyon)France,"6,215",8.6,30%,32 : 68
501—600,National Taiwan Normal UniversityTaiwan,"10,752",12.9,23%,56 : 44
501—600,National Yang-Ming UniversityTaiwan,"4,363",5.2,2%,48 : 52
501—600,National and Kapodistrian University of AthensGreece,"61,985",32.2,9%,61 : 39
501—600,University of Nebraska Medical CenterUnited States,"2,847",2.5,8%,66 : 34
501—600,New Jersey Institute of TechnologyUnited States,"9,743",18.0,21%,24 : 76
501—600,NOVA University of LisbonPortugal,"19,425",18.5,12%,49 : 51
501—600,Oklahoma State UniversityUnited States,"21,252",21.4,7%,49 : 51
501—600,Old Dominion UniversityUnited States,"20,131",20.2,3%,54 : 46
501—600,Otto von Guericke University of MagdeburgGermany,"14,104",11.7,13%,42 : 58
501—600,University of PaderbornGermany,"19,621",48.1,9%,n/a
501—600,University of PalermoItaly,"46,200",24.7,1%,59 : 41
501—600,University of ParmaItaly,"26,159",30.1,6%,56 : 44
501—600,Pontifical Javeriana UniversityColombia,"22,794",17.3,1%,52 : 48
501—600,Pusan National UniversitySouth Korea,"24,882",19.8,12%,51 : 49
501—600,Qatar UniversityQatarExplore,"11,844",18.7,43%,72 : 28
501—600,University of ReginaCanadaExplore,"11,821",23.4,14%,61 : 39
501—600,University of Rennes 1France,"26,171",29.8,14%,51 : 49
501—600,Roskilde UniversityDenmark,"6,023",14.6,8%,62 : 38
501—600,Sejong UniversitySouth Korea,"11,622",16.4,4%,45 : 55
501—600,Semmelweis UniversityHungary,"12,592",10.7,25%,64 : 36
501—600,Sharif University of TechnologyIran,"11,177",18.4,n/a,26 : 74
501—600,Université de SherbrookeCanada,"14,367",12.3,8%,55 : 45
501—600,University of SienaItaly,"18,244",14.4,8%,59 : 41
501—600,Sogang UniversitySouth Korea,"10,494",23.9,5%,42 : 58
501—600,Soochow UniversityChina,"43,366",15.1,2%,53 : 47
501—600,Southeast UniversityChina,"31,983",11.7,4%,n/a
501—600,Southern Cross UniversityAustralia,"9,143",35.4,15%,65 : 35
501—600,State University of New York AlbanyUnited States,"15,363",16.0,8%,52 : 48
501—600,University of the Sunshine CoastAustralia,"7,512",28.5,16%,64 : 36
501—600,Tampere University of TechnologyFinlandExplore,"5,696",15.3,13%,23 : 77
501—600,University of Texas at ArlingtonUnited States,"26,833",24.1,11%,58 : 42
501—600,Tianjin UniversityChina,"30,103",12.1,1%,n/a
501—600,University of ToledoUnited States,"18,916",16.5,10%,50 : 50
501—600,Tomsk Polytechnic UniversityRussian FederationExplore,"10,980",6.5,20%,38 : 62
501—600,Tomsk State UniversityRussian Federation,"8,565",8.3,18%,58 : 42
501—600,Tongji UniversityChina,"36,432",13.6,12%,38 : 62
501—600,University of TulsaUnited States,"4,682",12.4,26%,43 : 57
501—600,University of UlsanSouth Korea,"14,841",13.6,2%,45 : 55
501—600,Ulster UniversityUnited Kingdom,"17,660",14.0,7%,56 : 44
501—600,United Arab Emirates UniversityUnited Arab EmiratesExplore,"7,101",8.8,27%,77 : 23
501—600,University of Urbino Carlo BoItaly,"13,381",33.8,7%,61 : 39
501—600,University of ValenciaSpain,"52,339",16.4,9%,60 : 40
501—600,Polytechnic University of ValenciaSpain,"25,288",10.6,11%,38 : 62
501—600,University of WarsawPoland,"47,940",13.7,7%,67 : 33
501—600,Warsaw University of TechnologyPoland,"34,708",14.6,3%,34 : 66
501—600,University of Wisconsin-MilwaukeeUnited States,"22,442",18.2,6%,52 : 48
501—600,Xi’an Jiaotong UniversityChina,"31,851",11.0,4%,33 : 67
501—600,University of ZaragozaSpain,"30,733",11.7,5%,55 : 45
601—800,University of A CoruñaSpain,"16,598",12.7,2%,51 : 49
601—800,AGH University of Science and TechnologyPoland,"33,244",15.1,2%,36 : 64
601—800,Ajou UniversitySouth Korea,"11,724",9.7,4%,35 : 65
601—800,University of AlcaláSpain,"16,820",12.5,20%,58 : 42
601—800,Alfaisal UniversitySaudi Arabia,"1,473",12.3,33%,36 : 64
601—800,Aligarh Muslim UniversityIndia,"15,627",12.3,2%,29 : 71
601—800,American University of SharjahUnited Arab Emirates,"5,545",15.0,84%,48 : 52
601—800,American University in CairoEgypt,"5,875",13.9,6%,53 : 47
601—800,Amirkabir University of TechnologyIran,"12,468",22.8,1%,35 : 65
601—800,University of AntioquiaColombia,"39,516",24.4,n/a,50 : 50
601—800,"Asia University, TaiwanTaiwan","12,330",26.5,2%,54 : 46
601—800,Auburn UniversityUnited States,"22,282",17.6,5%,50 : 50
601—800,Austral University of ChileChile,"14,061",17.1,2%,49 : 51
601—800,Australian Catholic UniversityAustraliaExplore,"21,123",31.1,10%,72 : 28
601—800,Babeş-Bolyai UniversityRomania,"37,128",23.0,2%,62 : 38
601—800,Bauman Moscow State Technical UniversityRussian Federation,"18,357",3.7,5%,23 : 77
601—800,University of BedfordshireUnited Kingdom,"12,959",19.1,33%,58 : 42
601—800,Beijing Institute of TechnologyChina,"27,603",12.7,6%,34 : 66
601—800,University of Beira InteriorPortugal,"6,930",15.4,7%,52 : 48
601—800,"Birla Institute of Technology and Science, PilaniIndia","12,292",17.5,n/a,19 : 81
601—800,Bournemouth UniversityUnited Kingdom,"11,692",17.4,18%,57 : 43
601—800,University of BradfordUnited Kingdom,"10,296",18.9,29%,54 : 46
601—800,University of BrightonUnited Kingdom,"15,573",17.1,21%,58 : 42
601—800,Brno University of TechnologyCzech Republic,"22,985",20.5,17%,28 : 72
601—800,Budapest University of Technology and EconomicsHungary,"20,584",21.6,3%,31 : 69
601—800,COMSATS Institute of Information TechnologyPakistan,"28,626",10.6,n/a,23 : 77
601—800,University of CalcuttaIndia,"18,883",34.1,n/a,50 : 50
601—800,Capital Medical UniversityChina,"12,080",7.3,3%,70 : 30
601—800,University of Castilla-La ManchaSpainExplore,"25,646",15.5,4%,56 : 44
601—800,University of Central LancashireUnited Kingdom,"17,703",16.8,16%,57 : 43
601—800,Chang Gung UniversityTaiwan,"7,504",12.6,1%,43 : 57
601—800,Carlos III University of MadridSpainExplore,"15,787",10.9,14%,43 : 57
601—800,"University of Chemistry and Technology, PragueCzech Republic","4,525",10.6,19%,63 : 37
601—800,Chiang Mai UniversityThailand,"37,084",16.8,1%,45 : 55
601—800,Chiba UniversityJapan,"14,085",10.2,5%,37 : 63
601—800,"China University of Geosciences, WuhanChina","29,098",20.1,3%,n/a
601—800,"China University of Petroleum, BeijingChina","14,997",20.2,6%,n/a
601—800,Chonbuk National UniversitySouth KoreaExplore,"23,596",15.1,3%,44 : 56
601—800,Chonnam National UniversitySouth Korea,"35,577",19.3,3%,33 : 67
601—800,Chulalongkorn UniversityThailand,"38,368",14.7,3%,59 : 41
601—800,Chung Yuan Christian UniversityTaiwan,"15,187",30.3,5%,41 : 59
601—800,Clemson UniversityUnited States,"19,743",17.0,7%,46 : 54
601—800,Comenius University in BratislavaSlovakia,"22,683",11.4,10%,64 : 36
601—800,University of ConcepciónChile,"26,253",17.6,1%,50 : 50
601—800,Coventry UniversityUnited Kingdom,"21,285",13.9,41%,48 : 52
601—800,Czech Technical University in PragueCzech Republic,"22,015",13.6,15%,30 : 70
601—800,Dalian University of TechnologyChina,"36,595",15.5,2%,34 : 66
601—800,De Montfort UniversityUnited Kingdom,"16,081",18.8,23%,58 : 42
601—800,University of DelhiIndia,"22,494",20.4,1%,49 : 51
601—800,Diego Portales UniversityChile,"15,868",14.2,2%,48 : 52
601—800,Dublin Institute of TechnologyIreland,"14,215",19.6,24%,40 : 60
601—800,University of East LondonUnited Kingdom,"13,184",23.3,33%,60 : 40
601—800,Eastern Mediterranean UniversityNorthern CyprusExplore,"16,053",31.5,34%,37 : 63
601—800,Edinburgh Napier UniversityUnited Kingdom,"10,644",20.4,31%,56 : 44
601—800,Ehime UniversityJapan,"9,597",11.3,3%,37 : 63
601—800,Eötvös Loránd UniversityHungary,"24,868",15.7,7%,63 : 37
601—800,Federal University of ABC (UFABC)Brazil,"11,423",20.8,1%,n/a
601—800,Federal University of Minas GeraisBrazil,"42,240",14.1,1%,55 : 45
601—800,Federal University of Paraná (UFPR)Brazil,"23,673",11.3,1%,54 : 46
601—800,Federal University of Rio Grande do SulBrazil,"38,897",14.1,1%,51 : 49
601—800,Federal University of Rio de JaneiroBrazil,"53,377",12.9,2%,54 : 46
601—800,Federal University of Santa CatarinaBrazil,"33,360",14.3,3%,44 : 56
601—800,Federal University of São Paulo (UNIFESP)Brazil,"12,525",8.4,1%,62 : 38
601—800,Feng Chia UniversityTaiwan,"20,848",24.6,9%,37 : 63
601—800,Florida Institute of TechnologyUnited StatesExplore,"4,715",14.0,30%,33 : 67
601—800,University of La FronteraChile,"9,731",24.9,1%,44 : 56
601—800,University of GhanaGhana,"37,804",31.7,2%,44 : 56
601—800,Glasgow Caledonian UniversityUnited Kingdom,"13,733",21.8,18%,59 : 41
601—800,University of GreenwichUnited Kingdom,"15,209",19.6,34%,54 : 46
601—800,Hacettepe UniversityTurkey,"38,109",18.2,5%,57 : 43
601—800,University of HaifaIsrael,"17,871",30.1,1%,65 : 35
601—800,Hofstra UniversityUnited StatesExplore,"9,920",14.2,10%,55 : 45
601—800,University of HuddersfieldUnited Kingdom,"15,033",18.1,26%,55 : 45
601—800,Hunan UniversityChina,"43,684",24.5,2%,45 : 55
601—800,ISCTE-University Institute of LisbonPortugal,"8,926",26.7,11%,50 : 50
601—800,Indian Institute of Technology GuwahatiIndia,"4,959",13.3,1%,15 : 85
601—800,Inha UniversitySouth Korea,"20,190",24.0,3%,37 : 63
601—800,Isfahan University of TechnologyIran,"9,182",19.5,1%,40 : 60
601—800,Istanbul UniversityTurkey,"90,614",43.8,6%,49 : 51
601—800,Jagiellonian UniversityPoland,"41,788",11.8,6%,68 : 32
601—800,University of JaénSpain,"16,665",20.1,3%,54 : 46
601—800,Jikei University School of MedicineJapan,"1,053",2.4,n/a,44 : 56
601—800,Jilin UniversityChina,"66,668",13.8,3%,46 : 54
601—800,University of JohannesburgSouth AfricaExplore,"38,156",31.5,4%,55 : 45
601—800,Jordan University of Science and TechnologyJordanExplore,"24,889",21.5,20%,56 : 44
601—800,Juntendo UniversityJapan,"4,054",3.7,1%,51 : 49
601—800,K.N. Toosi University of TechnologyIran,"7,050",17.4,n/a,32 : 68
601—800,Kanazawa UniversityJapan,"10,500",10.3,5%,36 : 64
601—800,Kaohsiung Medical UniversityTaiwan,"6,981",12.0,5%,56 : 44
601—800,Universiti Kebangsaan MalaysiaMalaysia,"20,427",11.8,10%,66 : 34
601—800,Keio UniversityJapan,"34,594",11.0,6%,34 : 66
601—800,King Juan Carlos UniversitySpain,"33,335",26.6,10%,57 : 43
601—800,King Mongkut’s University of Technology ThonburiThailand,"16,801",22.8,1%,57 : 43
601—800,Kingston UniversityUnited Kingdom,"18,254",21.7,35%,55 : 45
601—800,Kindai UniversityJapan,"32,010",12.4,2%,29 : 71
601—800,Kobe UniversityJapan,"15,779",8.1,6%,34 : 66
601—800,Kochi UniversityJapan,"5,608",9.1,1%,46 : 54
601—800,Konkuk UniversitySouth Korea,"26,890",31.5,6%,48 : 52
601—800,Kumamoto UniversityJapan,"10,221",7.5,5%,37 : 63
601—800,Kuwait UniversityKuwait,"37,365",23.7,13%,70 : 30
601—800,Kyungpook National UniversitySouth Korea,"27,191",18.2,4%,42 : 58
601—800,University of La LagunaSpain,"21,497",14.6,6%,58 : 42
601—800,Leeds Beckett UniversityUnited Kingdom,"19,910",20.8,12%,50 : 50
601—800,University of LincolnUnited Kingdom,"10,999",18.3,15%,56 : 44
601—800,University of LjubljanaSlovenia,"45,607",16.8,4%,60 : 40
601—800,London Metropolitan UniversityUnited Kingdom,"12,475",22.4,36%,61 : 39
601—800,Manchester Metropolitan UniversityUnited Kingdom,"27,326",17.5,14%,57 : 43
601—800,Masaryk UniversityCzech Republic,"38,249",24.6,19%,62 : 38
601—800,Miami UniversityUnited States,"16,659",22.3,8%,53 : 47
601—800,Middle East Technical UniversityTurkey,"26,355",23.3,7%,44 : 56
601—800,University of MurciaSpainExplore,"30,192",15.4,5%,61 : 39
601—800,Nagasaki UniversityJapan,"9,172",7.1,4%,37 : 63
601—800,Nagoya City UniversityJapan,"4,313",8.0,2%,52 : 48
601—800,Nagoya Institute of TechnologyJapan,"5,763",16.8,4%,13 : 87
601—800,Nanjing Agricultural UniversityChina,"25,828",16.3,1%,n/a
601—800,Nanjing Medical UniversityChina,"12,013",9.0,4%,n/a
601—800,Nanjing Normal UniversityChina,"26,588",14.7,3%,68 : 32
601—800,National Central UniversityTaiwan,"10,826",9.6,7%,34 : 66
601—800,National Chung Cheng UniversityTaiwan,"10,129",19.4,4%,44 : 56
601—800,National Chung Hsing UniversityTaiwan,"15,729",19.2,4%,39 : 61
601—800,National University of Sciences and TechnologyPakistan,"10,227",8.0,3%,33 : 67
601—800,National Sun Yat-Sen UniversityTaiwan,"9,344",17.2,5%,37 : 63
601—800,National Taiwan Ocean UniversityTaiwan,"8,371",21.0,5%,30 : 70
601—800,National Institute of Technology RourkelaIndia,"5,675",19.2,3%,22 : 78
601—800,Niigata UniversityJapan,"12,479",8.5,4%,38 : 62
601—800,University of North Carolina at GreensboroUnited States,"18,497",22.1,3%,66 : 34
601—800,Northeast Normal UniversityChina,"23,287",15.0,2%,n/a
601—800,Northeastern UniversityChina,"31,278",15.4,4%,n/a
601—800,Northumbria UniversityUnited Kingdom,"22,445",18.3,16%,55 : 45
601—800,Northwestern Polytechnical UniversityChina,"26,345",15.5,3%,25 : 75
601—800,Nottingham Trent UniversityUnited Kingdom,"21,932",17.0,18%,55 : 45
601—800,Oakland UniversityUnited States,"15,083",20.4,2%,59 : 41
601—800,Ohio UniversityUnited States,"30,341",20.9,6%,57 : 43
601—800,Okayama UniversityJapan,"13,186",8.2,4%,38 : 62
601—800,Osaka City UniversityJapan,"8,493",9.8,4%,36 : 64
601—800,University of OviedoSpain,"24,845",14.5,2%,54 : 46
601—800,Palacký University OlomoucCzech RepublicExplore,"18,482",11.1,9%,69 : 31
601—800,Panjab UniversityIndia,"15,778",22.3,1%,48 : 52
601—800,University of PatrasGreece,"24,477",32.9,6%,51 : 49
601—800,Peter the Great St Petersburg Polytechnic UniversityRussian FederationExplore,"15,759",6.0,15%,43 : 57
601—800,Pontifical Catholic University of Rio Grande do Sul (PUCRS)Brazil,"21,471",21.1,1%,47 : 53
601—800,Pontifical Catholic University of Rio de Janeiro (PUC-Rio)Brazil,"15,047",21.9,3%,51 : 49
601—800,University of PretoriaSouth Africa,"34,447",23.3,8%,57 : 43
601—800,Universiti Putra MalaysiaMalaysia,"24,161",12.0,17%,73 : 27
601—800,University of PécsHungary,"18,109",14.6,13%,54 : 46
601—800,Quaid-i-azam UniversityPakistan,"13,126",26.0,n/a,52 : 48
601—800,Rochester Institute of TechnologyUnited States,"13,518",14.1,16%,34 : 66
601—800,University of RoehamptonUnited Kingdom,"7,457",18.3,23%,73 : 27
601—800,Universiti Sains MalaysiaMalaysia,"28,592",14.7,8%,62 : 38
601—800,University of SalamancaSpain,"32,517",19.1,12%,60 : 40
601—800,University of SalfordUnited Kingdom,"15,610",16.9,22%,51 : 49
601—800,University of Santiago de CompostelaSpain,"28,259",15.9,9%,63 : 37
601—800,Savitribai Phule Pune UniversityIndia,"5,493",14.7,4%,33 : 67
601—800,University of Science and Technology BeijingChina,"24,136",15.8,4%,35 : 65
601—800,University of SevilleSpain,"62,090",17.0,6%,54 : 46
