
301-350,Yonsei UniversitySouth Korea,-,37.2,34.1,39.4,75.9,41.5
301-350,York UniversityCanada,-,30.2,30.8,49.1,33.2,58.2
351-400,"Binghamton University, State University of New YorkUnited States",-,22.7,17.4,62,34,53.6
351-400,University of CreteGreece,-,18.6,19.2,73.6,34.5,47
351-400,University of CyprusCyprus,-,18,28.5,56.7,30,74.7
351-400,Drexel UniversityUnited States,-,31.2,14.6,57.7,36.3,46.3
351-400,University of Eastern FinlandFinland,-,24.8,20.7,65.1,33.3,46.1
351-400,University of FlorenceItaly,-,21.7,20.4,72.1,35.9,38.5
351-400,University of St GallenSwitzerland,-,25.8,11.2,53.5,41.8,97.6
351-400,Graz University of TechnologyAustria,-,26,15.8,52.9,77.2,69.3
351-400,University of GuelphCanada,-,28,34.2,44.4,47.4,53.6
351-400,Hanyang UniversitySouth Korea,-,33.9,32.6,31.1,87.9,54.3
351-400,Hong Kong Baptist UniversityHong Kong,-,22.6,12.1,67.9,28.8,75
351-400,University of HoustonUnited States,-,34.9,26.5,52,42.3,33.9
351-400,Indian Institute of Technology BombayIndia,-,37.8,28.6,48.5,42.3,17.7
351-400,Instituto Superior Técnico LisboaPortugal,-,22.2,25,59.8,38.8,43.7
351-400,University of JyväskyläFinland,-,28.2,25.5,55.5,34.2,47.1
351-400,La Trobe UniversityAustralia,-,27,28.5,45.4,43.7,78
351-400,Loughborough UniversityUnited Kingdom,-,31.2,32.2,41.3,36.6,72.9
351-400,University of ManitobaCanada,-,27.1,26.9,49.7,41.8,57.8
351-400,University of MissouriUnited States,-,31.2,21,60.2,31.1,31
351-400,University of Modena and Reggio EmiliaItaly,-,18.7,15.6,72.9,32.3,34.2
351-400,University of MontanaUnited States,-,30.8,13.6,65.5,31,21.5
351-400,Maynooth UniversityIreland,-,24.6,22.8,50.2,36.6,75.6
351-400,University of Nebraska Medical CenterUnited States,-,37,13.3,64.4,33.6,37.7
351-400,University of New MexicoUnited States,-,25.6,15.4,74.5,37,28.6
351-400,Norwegian University of Science and TechnologyNorway,-,16.3,25.8,59.8,51.8,59.9
351-400,University of OuluFinland,-,23.1,15.9,62.3,30.9,56.9
351-400,Panthéon-Sorbonne University – Paris 1France,-,53.2,47.6,6.8,28.3,47.6
351-400,Polytechnic University of TurinItaly,-,23.7,18.6,65.9,42.5,50.6
351-400,University of Rome IIIItaly,-,23.1,21,64.8,37.5,35.9
351-400,Bilkent UniversityTurkey,-,23.5,18.6,64.1,36.4,47.5
351-400,Sabancı UniversityTurkey,-,22.3,32.3,52.8,70,42.7
351-400,San Diego State UniversityUnited States,-,20.3,27,62.7,29.3,25.9
351-400,University of South AustraliaAustralia,-,26.4,26.7,41.2,85.9,89
351-400,University of South CarolinaUnited States,-,31.1,21.5,58.7,30.3,24.5
351-400,University of South DakotaUnited States,-,29.3,12.1,70.4,28,17.1
351-400,State University of CampinasBrazil,-,44.6,42.3,22.6,49.4,21.1
351-400,University of StirlingUnited Kingdom,-,22.6,23.5,59.1,30.4,77.7
351-400,Sun Yat-sen UniversityChina,-,31.9,24.6,45.7,79.4,37
351-400,Swansea UniversityUnited Kingdom,-,22.2,23.8,58.2,32.7,72.4
351-400,Swinburne University of TechnologyAustralia,-,21.5,20.2,53.4,32.2,84.8
351-400,University of TartuEstonia,-,23.8,22.8,64.2,31.5,46.1
351-400,Temple UniversityUnited States,-,34,18.2,58.3,41.6,28.6
351-400,University of Texas at San AntonioUnited States,-,18.1,16.6,74.9,28.6,29.6
351-400,UiT The Arctic University of NorwayNorway,-,26.5,18.7,58.8,36.8,66.1
351-400,Université Libre de BruxellesBelgium,-,26.1,28.3,47.9,39.1,84.5
351-400,Lille 2 University – Health and LawFrance,-,15.1,9.5,81.7,31.5,39.4
351-400,University College CorkIreland,-,28.6,23.8,48.4,47.1,75.5
351-400,Verona UniversityItaly,-,23.6,13.1,76.1,36.6,38.3
351-400,Victoria University of WellingtonNew Zealand,-,26,28.7,44.3,45.6,88.8
351-400,Washington State UniversityUnited States,-,29,28.2,49.6,57.1,39.6
351-400,Wayne State UniversityUnited States,-,31.9,14.2,65.3,41.7,29.6
401-500,American UniversityUnited States,-,42.2,16.5,41.1,35.9,28.9
401-500,Aston UniversityUnited Kingdom,-,18.4,20.4,51.9,34.6,92.5
401-500,University of AveiroPortugal,-,24.8,26.5,43.6,40.1,45.9
401-500,University of Bari Aldo MoroItaly,-,28.7,21.6,48.8,45.4,31.7
401-500,Bar-Ilan UniversityIsrael,-,22.6,21.3,42.3,28.9,49.4
401-500,Makerere UniversityUganda,-,15.9,11.8,70.7,33.1,58
401-500,Bournemouth UniversityUnited Kingdom,-,32,12.6,35.2,28.8,70.6
401-500,University of BresciaItaly,-,15.6,14.8,72.3,35.8,36.6
401-500,Brno University of TechnologyCzech Republic,-,18,14.7,55.8,33.7,35.8
401-500,Brunel University LondonUnited Kingdom,-,24.8,23.3,39.5,34.7,91.8
401-500,Ca’ Foscari University of VeniceItaly,-,23.9,27.8,48.9,32.3,38.1
401-500,University of CagliariItaly,-,19.4,13.2,56.8,33.6,32.6
401-500,University of CanterburyNew Zealand,-,23.5,22.5,38.9,52.1,91
401-500,Catholic University of the Sacred HeartItaly,-,18.6,11.3,55.4,38.7,39
401-500,Charles University in PragueCzech Republic,-,31.5,21.5,41,28.2,52.8
401-500,"China Medical University, TaiwanTaiwan",-,24,29.4,45,60.4,25.7
401-500,"City, University of LondonUnited Kingdom",-,23.5,21.2,43.5,28.9,89.6
401-500,Claude Bernard University Lyon 1France,-,21.3,13.2,66.5,34.5,50.5
401-500,University of CoimbraPortugal,-,28.3,26.5,42.4,34.8,46.2
401-500,Complutense University of MadridSpain,-,33.2,27.6,31.2,30.9,39.1
401-500,Concordia UniversityCanada,-,19.3,23.4,36.4,30.9,77.4
401-500,Curtin UniversityAustralia,-,20.1,20.2,44.6,37.8,93.1
401-500,Dublin City UniversityIreland,-,26.1,25.2,36.3,51.7,76.7
401-500,East China University of Science and TechnologyChina,-,24.1,17.1,46.4,64.7,21.7
401-500,Ewha Womans UniversitySouth Korea,-,23.9,18.3,50.4,57.6,34.3
401-500,Federico Santa María Technical UniversityChile,-,17.2,10.1,70.5,35.1,54.1
401-500,University of FerraraItaly,-,17.7,17.2,63.3,35.9,41.8
401-500,Florida International UniversityUnited States,-,25.7,18.1,49.4,32.7,32.8
401-500,University of GenoaItaly,-,27.2,14.2,59.3,42.3,38.8
401-500,Georgia State UniversityUnited States,-,26.3,19.5,52.9,28.7,29.5
401-500,University of GrazAustria,-,24.9,16.3,53.3,29.3,68.9
401-500,Heriot-Watt UniversityUnited Kingdom,-,23.4,22.4,36.4,45.6,90.1
401-500,Hokkaido UniversityJapan,-,40.3,32.8,29.3,53.7,27.9
401-500,Howard UniversityUnited States,-,38.8,11,44.5,-,30.3
401-500,University of HullUnited Kingdom,-,22.4,16.1,41.1,31.8,73.2
401-500,University of IdahoUnited States,-,28.3,19.4,40.8,32.4,32
401-500,Indian Institute of Technology DelhiIndia,-,35.8,25.8,33.4,62.8,15.5
401-500,Indian Institute of Technology KharagpurIndia,-,33.2,30.5,41.4,31.7,13.3
401-500,Indian Institute of Technology MadrasIndia,-,34.6,20.7,31.4,88.9,16.1
401-500,University of IoanninaGreece,-,14.5,17.7,56.4,32.9,36.9
401-500,Iran University of Science and TechnologyIran,-,25.9,26,42.3,61.2,12.2
401-500,Johannes Kepler University of LinzAustria,-,19.2,13.8,51.6,37.4,58.5
401-500,University of KaiserslauternGermany,-,29.6,22.6,47.5,80.2,44.1
401-500,Keele UniversityUnited Kingdom,-,20,17.6,53,29.3,72.7
401-500,University of KwaZulu-NatalSouth Africa,-,20.3,25.7,41.5,38.2,58.6
401-500,Kyung Hee UniversitySouth Korea,-,26.1,27.6,39.2,89.4,46.4
401-500,Kyushu UniversityJapan,-,36.5,27.5,31.8,83.2,26.4
401-500,Lehigh UniversityUnited States,-,23.9,15,58.2,38.9,36
401-500,Louisiana State UniversityUnited States,-,26.8,27.7,37.8,-,26.1
401-500,University of MacauMacao,-,18.5,17,49.7,34.9,98.4
401-500,Marche Polytechnic UniversityItaly,-,15.2,11,80.2,28,27.3
401-500,"University of Maryland, Baltimore CountyUnited States",-,21.3,18.2,61.3,31.7,28.2
401-500,Murdoch UniversityAustralia,-,18.7,19.6,51.2,36.5,88.3
401-500,University of NantesFrance,-,19.6,12.2,69.4,-,35.1
401-500,National and Kapodistrian University of AthensGreece,-,26.7,16.3,45.8,-,39
401-500,National Autonomous University of MexicoMexico,-,42.7,40.2,14.8,63.7,35.9
401-500,National Cheng Kung University (NCKU)Taiwan,-,29.8,40.2,27.2,100,27.7
401-500,National Institute of Applied Sciences of Lyon (INSA Lyon)France,-,27,10.6,41.8,40.3,63.6
401-500,National Yang-Ming UniversityTaiwan,-,41.5,18.5,33.3,30.2,15.8
401-500,University of NeuchâtelSwitzerland,-,24.2,14.7,48.2,-,91.4
401-500,NOVA University of LisbonPortugal,-,26.9,21.9,38.3,41.3,44.5
401-500,University of Nice Sophia AntipolisFrance,-,21.4,16.1,53.7,28.5,79.5
401-500,Novosibirsk State UniversityRussian Federation,-,41.4,30.8,26.2,38.2,32.4
401-500,The Open UniversityUnited Kingdom,-,21,13.8,60.3,28.4,51.5
401-500,Oxford Brookes UniversityUnited Kingdom,-,25.7,18.8,42.7,28.4,68.9
401-500,University of PalermoItaly,-,15.3,9.1,77.4,28,23.6
401-500,University of ParmaItaly,-,17.7,16.6,56.4,37.1,36.8
401-500,University of PisaItaly,-,21.6,18.9,64.5,31.4,31.1
401-500,Polytechnic University of CataloniaSpain,-,25.2,14.8,44.7,40.9,63.9
401-500,Pontifical Catholic University of ChileChile,-,28.2,21.3,37,28,52.4
401-500,University of PortoPortugal,-,32,28.2,37.2,38.7,45.4
401-500,University of PortsmouthUnited Kingdom,-,17.2,10.9,58.2,28.9,79.3
401-500,RMIT UniversityAustralia,-,24.7,17.7,44.6,37,82.1
401-500,University of Rome II – Tor VergataItaly,-,23.5,17.2,64.5,34.7,36.5
401-500,University of Rovira i VirgiliSpain,-,20.8,14.8,66.9,30.9,41.5
401-500,Saint Petersburg State UniversityRussian Federation,-,47.9,31.4,14.5,29.5,33
401-500,University of SalentoItaly,-,29.6,13.2,53,36.2,24.5
401-500,University of San FranciscoUnited States,-,34.2,12.9,43.8,28.6,40.1
401-500,University of SaskatchewanCanada,-,30.8,22.4,39.7,62.9,52.9
401-500,Sharif University of TechnologyIran,-,26.6,30.1,33.7,87.8,15.9
401-500,University of SienaItaly,-,23.7,17.8,45.2,33.2,39
401-500,Southern Cross UniversityAustralia,-,18.9,18.3,53.3,37.7,52.7
401-500,State University of New York AlbanyUnited States,-,25.6,35.3,35.5,28,31.4
401-500,University of StrathclydeUnited Kingdom,-,25.9,28,31.8,44.1,71
401-500,University of TampereFinland,-,23.5,13.7,63.7,40,41.9
401-500,Boğaziçi UniversityTurkey,-,21.9,19.2,45.4,57.1,38.3
401-500,Tampere University of TechnologyFinland,-,23.1,17.2,45.5,67.5,54
401-500,Tokyo Medical and Dental University (TMDU)Japan,-,39.3,18.3,36.6,59.5,23.1
401-500,Tokyo Metropolitan UniversityJapan,-,21.6,11.4,72.2,30.9,19.9
401-500,University of TsukubaJapan,-,40,30,33.7,42.9,34.4
401-500,University of UlsanSouth Korea,-,19.5,20.5,54,64.7,18.6
401-500,Ulster UniversityUnited Kingdom,-,19.1,13.2,44.1,29.2,79
401-500,Université du Québec à MontréalCanada,-,26.8,24.5,41.6,29.2,42.9
401-500,Universiti Teknologi MalaysiaMalaysia,-,26.3,14.6,44.7,31.1,51.7
401-500,University of Urbino Carlo BoItaly,-,17.2,8.7,66.8,31.2,35
401-500,University of ValenciaSpain,-,22.7,16.9,49.6,31.3,40.5
401-500,University of WaikatoNew Zealand,-,19.3,18.2,53.7,30.7,87
401-500,Western Sydney UniversityAustralia,-,20.1,24.6,52.3,30.7,54
401-500,Wuhan UniversityChina,-,38.2,26.8,18,97.8,36.7
401-500,Xiamen UniversityChina,-,26.7,15.6,47,-,25
501-600,American University of BeirutLebanon,-,27.7,11.2,31.9,-,93
501-600,Amirkabir University of TechnologyIran,-,24.5,25.7,34.8,55.7,7.7
501-600,"University of the Andes, ColombiaColombia",-,21.2,13.8,31.2,28,51.7
501-600,University of ArkansasUnited States,-,25.5,17.4,30.3,36.9,25.9
501-600,Auburn UniversityUnited States,-,30.2,19.4,21,37.2,27.9
501-600,Babeş-Bolyai UniversityRomania,-,27.9,12.5,32.1,28.6,35.4
501-600,Bauman Moscow State Technical UniversityRussian Federation,-,44,23.7,3.1,68.1,15.6
501-600,Blaise Pascal UniversityFrance,-,20.2,2.9,46.9,-,66.6
501-600,University of BurgundyFrance,-,21.4,8.8,46.3,-,50.9
501-600,University of CanberraAustralia,-,18.4,19.3,29.8,36.2,54.6
501-600,Ben-Gurion University of the NegevIsrael,-,25.8,23.1,30.1,37,52.9
501-600,Carleton UniversityCanada,-,19.9,24,32,30.4,61.3
501-600,University of CataniaItaly,-,19.2,15.9,52.9,29.5,25.3
501-600,Central Queensland UniversityAustralia,-,20.9,11.4,43.7,32.5,50.8
501-600,University of ChileChile,-,28.3,19.6,30.5,-,44.1
501-600,China Agricultural UniversityChina,-,35.8,24.9,22.6,52.3,17.6
501-600,Chung-Ang UniversitySouth Korea,-,29.9,27.6,17.4,61.3,43.7
501-600,Czech Technical University in PragueCzech Republic,-,20.6,9.3,46.5,28.2,25
501-600,De Montfort UniversityUnited Kingdom,-,16.8,10.1,40.1,28.5,58.4
501-600,East China Normal UniversityChina,-,24.6,14.7,43.3,42,30.6
501-600,Edith Cowan UniversityAustralia,-,18.9,16.1,35,34.5,68.7
501-600,Federal University of Rio de JaneiroBrazil,-,32.4,19.7,18.3,42.9,25.1
501-600,University of GranadaSpain,-,24.3,14.7,45.8,29.4,36.4
501-600,University of HaifaIsrael,-,25.5,29.5,26.2,30.3,34.7
501-600,Harbin Institute of TechnologyChina,-,29.4,27.3,15.7,99.8,25.6
501-600,University of HertfordshireUnited Kingdom,-,15.5,9.5,50.5,29.3,78.9
501-600,Hiroshima UniversityJapan,-,27.8,18.9,41.7,42.2,22.2
501-600,Huazhong University of Science and TechnologyChina,-,29.3,22.7,31.6,71.8,17.3
501-600,Indian Institute of Technology GuwahatiIndia,-,24.3,20.7,42.6,32.3,12.9
501-600,Indian Institute of Technology KanpurIndia,-,33.1,15,31.5,28,16.4
501-600,Indian Institute of Technology RoorkeeIndia,-,29.7,17.5,37.2,81.4,13.9
501-600,Isfahan University of TechnologyIran,-,18.1,23,39.5,99.5,17.2
501-600,Istanbul Technical UniversityTurkey,-,19.2,25.8,26.5,72.1,22.9
501-600,Jadavpur UniversityIndia,-,32.8,22.2,31.8,33.8,7.7
501-600,Kanazawa UniversityJapan,-,24.7,14.8,35.5,30.4,18.4
501-600,Kansas State UniversityUnited States,-,22.9,17.5,39.3,43.1,41.7
501-600,Keio UniversityJapan,-,25,17.5,28.5,41.4,22.7
501-600,Kent State UniversityUnited States,-,18.4,14.2,53.8,28.5,32.4
501-600,King Fahd University of Petroleum and MineralsSaudi Arabia,-,25.4,16.1,24.4,81.2,84.5
501-600,King Saud UniversitySaudi Arabia,-,20,17.5,22.3,57.4,75.5
501-600,University of La LagunaSpain,-,16.9,10,44.8,28.5,44.7
501-600,Lappeenranta University of TechnologyFinland,-,27.1,27.5,20.8,80.3,53
501-600,University of LimerickIreland,-,19.8,16.3,36.6,34,76.5
501-600,University of LisbonPortugal,-,25.9,18.3,32.4,35.4,46.6
501-600,Liverpool John Moores UniversityUnited Kingdom,-,16.4,11.6,45.9,28.8,62.1
501-600,Mahidol UniversityThailand,-,26.8,15.1,28.3,71.6,44.1
501-600,Manchester Metropolitan UniversityUnited Kingdom,-,22.7,10.6,30.8,28.3,57.8
501-600,University of MariborSlovenia,-,17.1,11.5,42.1,38.7,33.6
501-600,Masaryk UniversityCzech Republic,-,21.2,22.9,27.8,28.5,48.9
501-600,University of the Basque CountrySpain,-,18.2,19.6,43.1,30.3,34.9
501-600,Massey UniversityNew Zealand,-,23.1,17.1,31.9,35.8,80.5
501-600,Memorial University of NewfoundlandCanada,-,18.1,15.8,35.6,48.3,53.3
501-600,Middle East Technical UniversityTurkey,-,29.9,17.3,28.8,60,26.7
501-600,University of MinhoPortugal,-,23.9,20.1,35.3,51.6,43.6
501-600,Missouri University of Science and TechnologyUnited States,-,23.5,18.4,28.7,52.8,40.6
501-600,Montana State UniversityUnited States,-,17.7,21.8,48,43,23.5
501-600,Monterrey Institute of Technology and Higher EducationMexico,-,23.9,12.7,23.4,75.8,59.6
501-600,National Central UniversityTaiwan,-,26.3,23.2,17.5,75.3,27.1
501-600,National Sun Yat-Sen UniversityTaiwan,-,26.1,33,25.8,44.3,19.7
501-600,National Taiwan Normal UniversityTaiwan,-,26.2,31.3,16.2,81.9,38.1
501-600,National Technical University of AthensGreece,-,20.2,15,36.2,40.3,31.3
501-600,Moscow Institute of Physics and TechnologyRussian Federation,-,35.4,18.4,15.5,62.8,44.4
501-600,New Jersey Institute of TechnologyUnited States,-,18.9,16.6,32.2,32.2,48.5
501-600,New Mexico State UniversityUnited States,-,19.5,19.2,47.2,34.6,30.5
501-600,University of North Carolina at GreensboroUnited States,-,18.2,15.3,43.1,28.9,17.4
501-600,Oklahoma State UniversityUnited States,-,27.5,22.7,33.1,33.7,25.6
501-600,Osaka City UniversityJapan,-,26.3,13.4,34.4,40.7,21.3
501-600,Otto von Guericke University of MagdeburgGermany,-,22.9,14.4,39.7,37.7,43.9
501-600,University of OviedoSpain,-,19.5,10.8,41.9,34.1,36.2
501-600,Palacký University OlomoucCzech Republic,-,19.2,11.8,42.9,28.7,48.8
501-600,Panjab UniversityIndia,-,24.6,8.8,41,28.1,14.1
501-600,Paris Dauphine UniversityFrance,-,21.9,11.1,27.6,30.6,69.3
501-600,Pontifical Catholic University of Rio de Janeiro (PUC-Rio)Brazil,-,24.5,24.1,23.1,100,31.3
501-600,Portland State UniversityUnited States,-,16.8,14.4,43.3,44.6,31.6
501-600,University of PretoriaSouth Africa,-,25.6,21.2,17.5,52.4,46
501-600,Pusan National UniversitySouth Korea,-,27.5,24.7,20.4,66.8,32.9
501-600,Quaid-i-azam UniversityPakistan,-,17.9,9.9,45.6,-,35.4
501-600,University of ReginaCanada,-,15.6,15.8,34.2,34.4,47.7
501-600,Renmin University of ChinaChina,-,34.7,13.7,30.7,42.5,40.1
501-600,University of Rennes 1France,-,17.8,10.3,44.7,31.7,53
501-600,University of SalamancaSpain,-,26.1,16.9,25.9,31.6,40.8
501-600,University of Santiago de CompostelaSpain,-,22.9,14.1,46.9,32.3,37.1
501-600,Semmelweis UniversityHungary,-,19.6,10.6,41.5,30.7,81.7
501-600,University of SevilleSpain,-,21.5,14.9,32.6,36.7,32
501-600,Université de SherbrookeCanada,-,25.6,9.5,41.3,29.6,39.8
501-600,Soochow UniversityChina,-,19.2,13.7,45.8,75.3,16
501-600,South China University of TechnologyChina,-,19.5,22.1,28.1,86.8,17.5
501-600,Tallinn University of TechnologyEstonia,-,16.3,15,38.7,44.8,37.9
501-600,Tehran University of Medical SciencesIran,-,51.8,20,9.3,30,14.1
501-600,University of Texas at ArlingtonUnited States,-,20.1,10.1,50.9,33.4,50.3
501-600,Tianjin UniversityChina,-,36.5,34.4,12.2,100,14.7
501-600,Tokyo University of Agriculture and TechnologyJapan,-,34.9,24.1,16.9,39.9,19.4
501-600,University of ToledoUnited States,-,31.6,13.4,29.9,32.9,37.7
501-600,Tongji UniversityChina,-,28.9,29.2,13.1,63.5,37.2
501-600,University of TulsaUnited States,-,29.7,12.9,24.6,71.7,43.8
501-600,United Arab Emirates UniversityUnited Arab Emirates,-,18.8,14.8,21.7,30.1,95
501-600,University of WarsawPoland,-,26.1,15.8,42.2,28.5,41.6
501-600,University of Wisconsin-MilwaukeeUnited States,-,17.3,13.8,45.5,29,26
501-600,Xi’an Jiaotong UniversityChina,-,28.7,22.5,25.5,70.4,25.8
501-600,University of ZaragozaSpain,-,20.1,12.7,49.5,36.7,33.5
601-800,University of A CoruñaSpain,-,18.3,10,16.6,38.2,23.4
601-800,Adam Mickiewicz UniversityPoland,-,20,11,15.3,28.7,25.7
601-800,AGH University of Science and TechnologyPoland,-,14.2,3.7,35.7,-,17.9
601-800,Ajou UniversitySouth Korea,-,19.5,11.9,23.9,45.7,20
601-800,University of AlcaláSpain,-,17.6,11.2,28.3,43.3,50
601-800,Alexandria UniversityEgypt,-,20.3,8.2,14.1,29.7,33.7
601-800,Alexandru Ioan Cuza UniversityRomania,-,24.9,13.6,7,28.2,46.9
601-800,Aligarh Muslim UniversityIndia,-,28.3,10,20.9,29.6,18.7
601-800,American University of SharjahUnited Arab Emirates,-,12.4,10.6,13.3,33.3,95.6
601-800,Amrita Vishwa VidyapeethamIndia,-,20.4,5.8,20.7,28,29.6
601-800,Anadolu UniversityTurkey,-,12.2,22.6,10.9,100,14.3
601-800,Andhra UniversityIndia,-,34.8,6.9,1.2,31.3,7.2
601-800,University of AntioquiaColombia,-,18.1,21.1,14.8,43.6,42
601-800,Aristotle University of ThessalonikiGreece,-,22.6,15,29.5,33.6,36.6
601-800,"Asia University, TaiwanTaiwan",-,14.4,15.9,30.5,38.4,18.3
601-800,Athens University of Economics and BusinessGreece,-,13.4,18.8,31.2,66.5,39.2
601-800,Auckland University of TechnologyNew Zealand,-,17.3,9.8,21.7,28.5,95.6
601-800,Austral University of ChileChile,-,16.7,9.7,14.2,41.1,45.2
601-800,Beijing Institute of TechnologyChina,-,25.9,21.7,9.1,87.6,16.9
601-800,Belarusian State UniversityBelarus,-,20.2,8.7,6,28,48.2
601-800,University of BelgradeSerbia,-,20.4,13.2,14,45.6,30.5
601-800,"Birla Institute of Technology and Science, PilaniIndia",-,18.3,8.3,17.4,29.6,13.7
601-800,University of BradfordUnited Kingdom,-,18.7,15.9,22.7,32.7,79.1
601-800,University of BrasíliaBrazil,-,21.9,7.4,10.4,-,24.1
601-800,University of BrightonUnited Kingdom,-,16.7,10.7,20.1,29.4,62.8
601-800,University of BucharestRomania,-,34.3,11.5,9.9,29.5,21.3
601-800,Budapest University of Technology and EconomicsHungary,-,17.1,13.7,21.6,39.7,30.4
601-800,Cairo UniversityEgypt,-,18.9,11.1,11.9,30.3,31
601-800,University of CalcuttaIndia,-,34.7,8.7,19.8,29.2,13.1
601-800,"California State University, Long BeachUnited States",-,11.6,10.4,23.3,-,18.9
601-800,Capital Medical UniversityChina,-,26.3,14.9,16.3,28.8,18.8
601-800,University of Castilla-La ManchaSpain,-,18.4,10.3,30.5,29.7,28.6
601-800,University of Central LancashireUnited Kingdom,-,15.7,9.4,28.2,28.9,54.1
601-800,University of Cergy-PontoiseFrance,-,18.7,6.3,13.2,28.6,49.1
601-800,Chang Gung UniversityTaiwan,-,19.3,24.7,27.6,31.9,15.7
601-800,Carlos III University of MadridSpain,-,23.2,17.4,24.8,34.8,44.7
601-800,"University of Chemistry and Technology, PragueCzech Republic",-,21.6,12,17.4,38.9,46.3
601-800,Chiang Mai UniversityThailand,-,17.8,9.4,30,32.3,34.9
601-800,Chiba UniversityJapan,-,26.9,16.8,24.8,55.3,21
601-800,"China University of Geosciences, WuhanChina",-,21.1,21.4,21.5,64.5,16.1
601-800,"China University of Petroleum, BeijingChina",-,23.6,26.6,4,100,15.9
601-800,Chonbuk National UniversitySouth Korea,-,19.7,14.7,24.5,33.3,27.2
601-800,Chongqing UniversityChina,-,19.5,15.5,8.7,73.8,15.5
601-800,Chonnam National UniversitySouth Korea,-,17.5,11.7,29.1,31.4,20.4
601-800,Chulalongkorn UniversityThailand,-,23.8,14.1,16.7,37.8,32.8
601-800,Chung Yuan Christian UniversityTaiwan,-,15.9,22.1,17.4,41.9,18.7
601-800,Chungnam National UniversitySouth Korea,-,23.2,17.7,13.2,39.9,19.8
601-800,Clemson UniversityUnited States,-,21.4,19.7,27,35.8,34.6
601-800,Comenius University in BratislavaSlovakia,-,23,10.3,19.6,28,46.9
601-800,Coventry UniversityUnited Kingdom,-,17.1,7.7,18.4,29.1,69.6
601-800,Dalian University of TechnologyChina,-,22.6,19,23.5,93.3,20.7
601-800,University of DebrecenHungary,-,17.3,11.4,20.9,-,49
601-800,University of DelhiIndia,-,29.8,10.8,19.1,28.2,15.4
601-800,University of DhakaBangladesh,-,21.7,7.2,9.6,-,37.2
601-800,Dublin Institute of TechnologyIreland,-,16.1,8.8,20.7,28.1,70.5
601-800,Ehime UniversityJapan,-,19.2,11.3,17.5,37.8,20.9
601-800,University of Electronic Science and Technology of ChinaChina,-,20.5,12.9,8.8,28,13.4
601-800,Eötvös Loránd UniversityHungary,-,21.3,12.1,30.6,29.3,43
601-800,Erciyes UniversityTurkey,-,15.5,10.9,18,30.3,17.2
601-800,Federal University of BahiaBrazil,-,18.2,8.1,14.3,-,19.7
601-800,Federal University of Minas GeraisBrazil,-,27.9,15.4,23.1,30.7,21.6
601-800,Federal University of Paraná (UFPR)Brazil,-,24.6,9.6,7,-,15.5
601-800,Federal University of Rio Grande do SulBrazil,-,32.6,13.7,16.8,-,18.9
601-800,Federal University of Santa CatarinaBrazil,-,26,12.2,14.2,42.9,21
601-800,Federal University of São CarlosBrazil,-,29,10.8,11.5,-,16.8
601-800,Federal University of ViçosaBrazil,-,39.7,14.5,3.9,59,15
601-800,Federal University of LavrasBrazil,-,25.8,16.4,3,-,14.5
601-800,Feng Chia UniversityTaiwan,-,14.6,13.7,34.4,33.9,21.1
601-800,Florida Institute of TechnologyUnited States,-,20.4,13.5,24.6,33.4,62.4
601-800,Fu Jen Catholic UniversityTaiwan,-,14.4,9.8,18.2,47,19.1
601-800,Gdańsk University of TechnologyPoland,-,15.5,9.5,15.2,36.8,16.1
601-800,University of GhanaGhana,-,15.6,15.6,19.5,-,48.4
601-800,Gifu UniversityJapan,-,25.4,16.9,14.7,32.8,18.5
601-800,Glasgow Caledonian UniversityUnited Kingdom,-,17.1,10.4,24.2,29.9,55
601-800,University of GreenwichUnited Kingdom,-,15.7,9.5,17.7,30,81.8
601-800,Hacettepe UniversityTurkey,-,21,11.8,19.7,28.2,19.6
601-800,University of HuddersfieldUnited Kingdom,-,17.4,5.4,16.5,28,55.2
601-800,University of TehranIran,-,27.3,17.7,15.8,-,16.5
601-800,Hunan UniversityChina,-,18.3,15,21.2,46.7,14.8
601-800,University of IbadanNigeria,-,22.7,11.1,4.6,29.2,26.1
601-800,University of IndonesiaIndonesia,-,18.1,8,13.9,40,37.2
601-800,Inha UniversitySouth Korea,-,20.7,20,22.5,64.7,23.5
601-800,I-Shou UniversityTaiwan,-,12.8,11.5,13.3,41,24.8
601-800,Istanbul UniversityTurkey,-,26,23.3,10,100,20
601-800,Jagiellonian UniversityPoland,-,24,14.4,30.7,28,33.5
601-800,Jilin UniversityChina,-,28.2,14.4,14.6,42.1,20.3
601-800,University of JordanJordan,-,19,7.7,7.8,28.8,53.7
601-800,Jordan University of Science and TechnologyJordan,-,16.4,6.2,16.4,31.4,62.2
601-800,Juntendo UniversityJapan,-,32.3,10.5,24,51.1,16.7
601-800,K.N. Toosi University of TechnologyIran,-,20.9,18.1,22.5,45.5,7.1
601-800,Kaohsiung Medical UniversityTaiwan,-,20.6,22.2,20.5,33.2,19.9
601-800,Khon Kaen UniversityThailand,-,18.2,7.4,19.9,35.7,31.5
601-800,King Mongkut’s University of Technology ThonburiThailand,-,18.2,11.4,36.2,70.3,28.5
601-800,Kingston UniversityUnited Kingdom,-,16.9,12.1,26.7,28.5,76.8
601-800,Kindai UniversityJapan,-,18.5,7.9,30,33.2,17
601-800,Kobe UniversityJapan,-,27.8,15.4,24.3,45.1,21.1
601-800,Konkuk UniversitySouth Korea,-,20,19.6,17,36,22.6
