rank,name,fte_students,students_per_staff,international_students,ratio,overall,teaching,research,citations,industry_income,international_outlook,size,country,continent,english_spoken,country_int,continent_int
601–800,Marquette University,10664,12.4,0.05,52,25.9,35.1,12.7,30.0,34.6,22.0,medium,United States,North America,1.0,172.0,3.0
601–800,Middle East Technical University,26739,26.3,0.07,44,28.1,28.6,20.6,31.9,61.2,29.4,large,Turkey,Asia,0.0,94.0,1.0
601–800,University of Minho,18257,18.4,0.1,54,29.8,23.2,22.8,35.8,67.6,47.3,large,Portugal,Europe,0.0,137.0,2.0
601–800,Mississippi State University,38420,28.6,0.04,50,25.9,19.0,15.8,42.9,34.9,23.1,large,United States,North America,1.0,172.0,3.0
601–800,Monterrey Institute of Technology and Higher Education,14003,17.2,0.13,40,28.2,24.3,14.8,31.9,80.1,65.4,medium,Mexico,North America,0.0,165.0,3.0
601–800,University of Murcia,30623,15.3,0.06,61,22.8,20.1,12.4,32.1,33.0,34.7,large,Spain,Europe,0.0,144.0,2.0
601–800,Nagoya City University,4317,8.0,0.03,52,22.9,23.1,12.5,32.2,42.8,19.5,small,Japan,Asia,0.0,69.0,1.0
601–800,Nanjing Agricultural University,26301,16.1,0.01,56,27.1,23.0,16.2,43.1,42.9,18.0,large,China,Asia,0.0,61.0,1.0
601–800,Nanjing Medical University,12783,9.1,0.05,49,27.8,24.9,22.6,37.6,32.8,19.5,medium,China,Asia,0.0,61.0,1.0
601–800,Nanjing Normal University,26714,14.6,0.03,68,23.7,19.9,10.2,40.2,47.3,18.4,large,China,Asia,0.0,61.0,1.0
601–800,Nanjing Tech University,30098,17.9,0.01,49,23.6,17.7,12.0,39.4,62.0,18.0,large,China,Asia,0.0,61.0,1.0
601–800,National Autonomous University of Mexico,145024,12.1,0.06,51,29.3,34.4,29.4,19.4,57.3,39.3,large,Mexico,North America,0.0,165.0,3.0
601–800,National Central University,10859,9.5,0.1,34,25.1,25.0,23.3,20.9,67.2,35.1,medium,Taiwan,Asia,0.0,91.0,1.0
601–800,National Chengchi University,15555,16.9,0.13,59,21.8,23.0,24.5,11.5,34.0,42.8,large,Taiwan,Asia,0.0,91.0,1.0
601–800,National Institute of Applied Sciences of Lyon (INSA Lyon),6029,8.5,0.3,32,30.4,25.7,12.6,39.0,62.8,75.3,medium,France,Europe,0.0,116.0,2.0
601–800,National Institute of Technology Rourkela,5746,19.1,0.04,25,28.0,25.3,13.9,47.4,33.3,15.5,medium,India,Asia,0.0,64.0,1.0
601–800,National University of Science and Technology (MISi,7236,9.2,0.24,41,25.6,22.0,20.1,24.2,60.1,56.3,medium,Russian Federation,Europe,0.0,139.0,2.0
601–800,National University of Sciences and Technology,10373,8.0,0.03,33,24.3,20.3,8.7,39.9,32.6,37.0,medium,Pakistan,Asia,0.0,84.0,1.0
601–800,National Sun Yat-Sen University,9013,15.7,0.05,37,26.9,24.4,28.1,26.4,46.8,27.9,medium,Taiwan,Asia,0.0,91.0,1.0
601–800,National Yang-Ming University,4255,5.0,0.02,48,30.3,37.8,18.0,37.7,34.8,18.6,small,Taiwan,Asia,0.0,91.0,1.0
601–800,New Mexico State University,13670,16.7,0.08,53,30.4,22.8,9.0,57.7,36.4,35.2,medium,United States,North America,1.0,172.0,3.0
601–800,University of North Carolina at Greensboro,17774,23.9,0.03,66,27.5,22.9,20.2,41.0,33.0,19.1,large,United States,North America,1.0,172.0,3.0
601–800,Northeast Normal University,24802,15.6,0.01,64,26.0,22.7,5.8,51.2,33.5,16.4,large,China,Asia,0.0,61.0,1.0
601–800,University of Northern British Columbia (UNBC),2752,11.4,0.1,60,24.2,20.2,13.1,34.6,36.6,38.9,small,Canada,North America,1.0,154.0,3.0
601–800,Northwestern Polytechnical University,26904,14.2,0.03,26,24.5,23.9,29.7,17.2,76.4,18.4,large,China,Asia,0.0,61.0,1.0
601–800,Nottingham Trent University,23045,16.9,0.18,56,24.7,18.3,11.4,35.1,32.0,60.0,large,United Kingdom,Europe,1.0,148.0,2.0
601–800,Okayama University,13115,7.9,0.04,38,23.0,25.4,15.4,26.4,45.9,22.5,medium,Japan,Asia,0.0,69.0,1.0
601–800,Old Dominion University,19148,19.7,0.03,54,30.2,24.2,18.2,51.0,1.7,28.8,large,United States,North America,1.0,172.0,3.0
601–800,Osaka City University,8386,9.1,0.04,36,22.2,25.2,13.9,26.0,38.7,22.4,medium,Japan,Asia,0.0,69.0,1.0
601–800,Otto von Guericke University of Magdeburg,14248,12.2,0.14,42,30.1,23.4,12.8,47.3,41.6,52.9,medium,Germany,Europe,0.0,118.0,2.0
601–800,University of Oviedo,23806,13.4,0.02,47,30.1,27.0,13.5,49.1,34.1,31.9,large,Spain,Europe,0.0,144.0,2.0
601–800,Palack_ University Olomouc,18332,11.4,0.1,69,27.9,19.3,12.2,45.0,32.5,54.6,large,Czech Republic,Europe,0.0,112.0,2.0
601–800,Panjab University,17046,22.6,0.01,46,29.4,27.1,8.6,55.5,31.8,16.0,large,India,Asia,0.0,64.0,1.0
601–800,University of Patras,24989,33.9,0.05,49,24.4,19.1,12.4,37.2,45.1,35.7,large,Greece,Europe,0.0,119.0,2.0
601–800,University of Pécs,16396,12.6,0.17,57,26.0,19.4,10.1,39.3,46.9,55.3,large,Hungary,Europe,0.0,120.0,2.0
601–800,Peter the Great St Petersburg Polytechnic University,16775,6.8,0.2,43,26.2,28.5,14.8,27.3,53.0,48.8,large,Russian Federation,Europe,0.0,139.0,2.0
601–800,University of the Philippines,51086,11.2,0.01,61,25.0,20.5,10.0,40.0,32.6,39.8,large,Philippines,Asia,0.0,85.0,1.0
601–800,Pontifical Catholic University of Peru,27013,17.0,0.03,48,23.0,15.4,5.2,40.6,31.7,51.3,large,Peru,South America,0.0,195.0,5.0
601–800,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),15638,22.0,0.03,51,27.1,27.5,23.1,21.5,99.8,40.3,large,Brazil,South America,0.0,189.0,5.0
601–800,Portland State University,21207,15.9,0.09,54,29.0,20.4,15.4,49.4,39.6,32.0,large,United States,North America,1.0,172.0,3.0
601–800,University of Pretoria,36005,24.1,0.08,56,29.8,25.7,26.5,29.3,63.5,49.9,large,South Africa,Africa,0.0,44.0,0.0
601–800,Pusan National University,25464,19.7,0.11,46,29.3,27.1,27.9,28.8,63.1,34.9,large,South Korea,Asia,0.0,73.0,1.0
601–800,Universiti Putra Malaysia,25929,12.9,0.18,44,25.7,26.6,23.7,17.2,36.0,61.1,large,Malaysia,Asia,0.0,79.0,1.0
601–800,University of Regina,12178,22.2,0.15,60,24.3,16.9,6.2,42.5,32.5,51.2,medium,Canada,North America,1.0,154.0,3.0
601–800,Rochester Institute of Technology,13784,16.2,0.17,35,27.4,20.1,17.7,41.2,33.6,37.9,medium,United States,North America,1.0,172.0,3.0
601–800,University of Roehampton,7169,17.6,0.28,73,22.5,18.8,19.2,16.2,32.1,72.0,medium,United Kingdom,Europe,1.0,148.0,2.0
601–800,Universiti Sains Malaysia,25975,12.9,0.08,63,23.9,32.2,17.7,15.0,38.4,45.8,large,Malaysia,Asia,0.0,79.0,1.0
601–800,University of Salamanca,30943,18.5,0.14,58,26.6,24.8,13.7,35.5,33.5,47.7,large,Spain,Europe,0.0,144.0,2.0
601–800,University of Salford,15790,16.6,0.26,52,23.3,21.2,14.3,22.0,32.6,69.9,large,United Kingdom,Europe,1.0,148.0,2.0
601–800,Samara State Aerospace University,6314,9.0,0.06,49,26.4,33.6,10.4,34.9,51.3,19.4,medium,Russian Federation,Europe,0.0,139.0,2.0
601–800,University of Santiago de Compostela,27573,15.9,0.08,62,29.4,20.9,15.0,48.2,35.2,44.2,large,Spain,Europe,0.0,144.0,2.0
601–800,São Paulo State University (UNESP),44059,13.3,0.03,49,22.9,33.7,21.6,12.7,33.1,22.2,large,Brazil,South America,0.0,189.0,5.0
601–800,Savitribai Phule Pune University,6155,15.9,0.03,41,22.5,38.9,7.2,21.6,34.4,18.3,medium,India,Asia,0.0,64.0,1.0
601–800,University of Science and Technology Beijing,24384,15.8,0.03,36,21.9,25.6,22.2,16.0,60.1,17.4,large,China,Asia,0.0,61.0,1.0
601–800,University of Seoul,8902,17.0,0.05,35,21.5,24.9,15.5,22.2,33.9,25.0,medium,South Korea,Asia,0.0,73.0,1.0
601–800,University of Seville,54413,18.5,0.02,49,25.3,20.9,15.4,35.7,42.8,34.7,large,Spain,Europe,0.0,144.0,2.0
601–800,Shanghai University,36461,13.5,0.05,46,21.5,20.6,15.9,25.5,45.7,23.5,large,China,Asia,0.0,61.0,1.0
601–800,Shantou University,9857,12.0,0.13,50,23.6,18.6,10.5,38.3,34.2,33.6,medium,China,Asia,0.0,61.0,1.0
601–800,Sharif University of Technology,11228,17.9,0.13,26,30.5,25.5,26.5,36.7,96.4,19.6,medium,Iran,Asia,0.0,66.0,1.0
601–800,Sichuan University,60848,13.9,0.04,50,27.4,30.6,24.5,25.2,71.2,20.7,large,China,Asia,0.0,61.0,1.0
601–800,Sogang University,9440,21.5,0.07,43,27.6,27.2,28.3,25.4,48.7,28.6,medium,South Korea,Asia,0.0,73.0,1.0
601–800,University of Southern Queensland,11921,25.9,0.19,57,25.3,21.9,16.5,26.0,33.1,69.1,medium,Australia,Oceania,1.0,173.0,4.0
601–800,University of South Wales,17332,17.0,0.19,51,24.6,16.5,9.0,38.5,32.3,61.1,large,United Kingdom,Europe,1.0,148.0,2.0
601–800,Suranaree University of Technology,14107,32.6,0.01,54,23.1,21.9,10.1,33.6,40.6,32.2,medium,Thailand,Asia,0.0,93.0,1.0
601–800,University of Szeged,20864,13.1,0.12,57,24.3,20.4,10.8,34.0,35.4,51.7,large,Hungary,Europe,0.0,120.0,2.0
601–800,University of Tabriz,22421,30.2,0.13,51,24.7,25.0,14.6,35.2,41.2,16.0,large,Iran,Asia,0.0,66.0,1.0
601–800,Taipei Medical University,5929,12.1,0.07,57,30.0,25.2,26.4,32.1,99.6,31.4,medium,Taiwan,Asia,0.0,91.0,1.0
601–800,Tallinn University of Technology,10921,21.2,0.1,52,24.3,17.9,11.8,34.9,45.5,50.7,medium,Estonia,Europe,0.0,114.0,2.0
601–800,Technical University of Madrid,40371,13.6,0.12,32,26.1,23.8,13.6,34.8,43.0,45.0,large,Spain,Europe,0.0,144.0,2.0
601–800,University of Technology of Compiègne,4321,15.4,0.24,36,29.1,23.0,9.5,41.6,38.1,79.1,small,France,Europe,0.0,116.0,2.0
601–800,Teesside University,11095,18.1,0.12,56,23.7,16.5,9.3,38.6,32.0,48.0,medium,United Kingdom,Europe,1.0,148.0,2.0
601–800,University of Tehran,59457,29.4,0.02,43,26.7,31.1,21.7,28.2,31.7,21.4,large,Iran,Asia,0.0,66.0,1.0
601–800,Tehran University of Medical Sciences,12668,7.6,0.03,60,26.1,44.2,14.0,21.4,35.6,17.7,medium,Iran,Asia,0.0,66.0,1.0
601–800,Universiti Teknologi Malaysia,18214,10.5,0.14,52,27.1,31.1,20.4,22.7,38.6,51.1,large,Malaysia,Asia,0.0,79.0,1.0
601–800,Universiti Teknologi Petronas,5875,15.3,0.22,34,25.5,22.4,23.4,16.1,87.5,63.6,medium,Malaysia,Asia,0.0,79.0,1.0
601–800,University of Texas at El Paso,16595,23.8,0.07,53,26.1,20.9,20.6,33.9,31.7,35.7,large,United States,North America,1.0,172.0,3.0
601–800,Tezpur University,3611,13.8,0.13,40,30.0,31.4,26.1,36.6,31.9,13.2,small,India,Asia,0.0,64.0,1.0
601–800,Tokyo University of Agriculture and Technology,5797,14.8,0.06,28,23.9,26.1,22.6,21.3,44.1,23.4,medium,Japan,Asia,0.0,69.0,1.0
601–800,Tokyo University of Science,19791,25.1,0.01,20,23.2,23.2,24.9,21.7,37.4,18.0,large,Japan,Asia,0.0,69.0,1.0
601–800,University of Vigo,19472,16.6,0.06,50,23.1,19.4,12.2,32.2,35.7,40.3,large,Spain,Europe,0.0,144.0,2.0
601–800,Vilnius University,17364,12.3,0.06,61,25.4,20.1,13.5,35.6,40.0,47.9,large,Lithuania,Europe,0.0,126.0,2.0
601–800,Warsaw University of Technology,31101,13.0,0.05,37,24.8,19.9,9.8,44.1,36.2,23.4,large,Poland,Europe,0.0,136.0,2.0
601–800,Waseda University,49840,15.8,0.08,36,28.8,31.0,22.1,31.3,35.6,34.2,large,Japan,Asia,0.0,69.0,1.0
601–800,University of the West of England,20468,18.3,0.19,53,24.2,17.0,14.0,32.6,32.4,57.5,large,United Kingdom,Europe,1.0,148.0,2.0
601–800,University of the Western Cape,20382,31.6,0.09,60,27.1,18.8,17.6,35.9,33.3,60.8,large,South Africa,Africa,0.0,44.0,0.0
601–800,University of Westminster,17040,20.1,0.46,59,27.1,19.8,15.0,32.2,32.1,82.2,large,United Kingdom,Europe,1.0,148.0,2.0
601–800,University of Windsor,15227,19.1,0.17,52,23.0,19.3,15.0,26.6,34.9,50.8,large,Canada,North America,1.0,154.0,3.0
601–800,Yeungnam University,20532,14.7,0.04,49,23.8,19.1,11.7,37.3,39.4,32.2,large,South Korea,Asia,0.0,73.0,1.0
601–800,Yokohama City University,4889,3.5,0.02,55,23.5,26.2,6.5,37.8,37.5,19.1,small,Japan,Asia,0.0,69.0,1.0
601–800,University of Zaragoza,29924,11.2,0.06,55,28.8,20.5,12.3,50.8,37.1,37.6,large,Spain,Europe,0.0,144.0,2.0
801–1000,University of A Coruña,15735,11.9,0.02,51,19.4,19.1,11.2,23.7,34.3,30.6,large,Spain,Europe,0.0,144.0,2.0
801–1000,Adam Mickiewicz University,40412,14.9,0.02,69,19.0,18.7,11.6,22.8,32.3,30.5,large,Poland,Europe,0.0,136.0,2.0
801–1000,University of Agriculture Faisalabad,19736,32.9,0.13,41,17.9,17.7,12.4,20.2,31.9,27.1,large,Pakistan,Asia,0.0,84.0,1.0
801–1000,Ain Shams University,131200,13.5,0.02,61,16.3,21.1,8.2,13.5,33.0,34.9,large,Egypt,Africa,0.0,14.0,0.0
801–1000,Ajou University,11629,10.2,0.04,34,20.3,22.0,8.2,27.7,45.9,23.7,medium,South Korea,Asia,0.0,73.0,1.0
801–1000,Akdeniz University,33904,26.3,0.02,45,17.1,16.2,15.6,12.3,99.7,18.4,large,Turkey,Asia,0.0,94.0,1.0
801–1000,Alexandria University,166350,26.9,0.04,53,18.8,16.8,7.9,23.9,33.4,44.5,large,Egypt,Africa,0.0,14.0,0.0
801–1000,Alexandru Ioan Cuza University,23476,17.7,0.06,63,18.1,22.0,9.3,17.2,31.8,36.7,large,Romania,Europe,0.0,138.0,2.0
801–1000,University of Alicante,28005,19.5,0.07,57,20.8,18.5,11.8,26.5,34.1,38.3,large,Spain,Europe,0.0,144.0,2.0
801–1000,University of Almería,12315,18.4,0.07,57,19.7,18.0,11.2,25.3,33.9,33.8,medium,Spain,Europe,0.0,144.0,2.0
801–1000,Amrita Vishwa Vidyapeetham,14233,11.9,0.13,49,19.3,21.6,9.5,17.0,52.5,47.0,medium,India,Asia,0.0,64.0,1.0
801–1000,Andhra University,9632,19.2,0.03,42,16.1,33.6,8.8,4.3,35.4,16.3,medium,India,Asia,0.0,64.0,1.0
801–1000,Andrés Bello University (UNAB),44906,26.1,0.01,52,18.3,14.3,6.7,26.0,31.9,45.0,large,Chile,South America,0.0,190.0,5.0
801–1000,Annamalai University,33028,16.2,0.02,35,15.7,22.8,7.7,17.1,32.0,7.9,large,India,Asia,0.0,64.0,1.0
801–1000,University of Antioquia,39524,23.1,0.13,50,21.1,18.1,21.7,17.5,38.7,38.8,large,Colombia,South America,0.0,191.0,5.0
801–1000,Asia University Taiwan,12514,30.7,0.02,56,20.4,16.6,21.2,19.8,51.4,23.9,medium,Taiwan,Asia,0.0,91.0,1.0
801–1000,Assiut University,60170,33.0,0.01,41,15.9,20.0,6.8,15.2,1.1,43.9,large,Egypt,Africa,0.0,14.0,0.0
801–1000,Austral University of Chile,14423,16.7,0.02,49,20.5,17.4,10.9,24.4,42.8,48.5,medium,Chile,South America,0.0,190.0,5.0
801–1000,Bandung Institute of Technology (ITB),16786,11.5,0.02,40,16.6,20.8,11.8,8.1,83.0,31.0,large,Indonesia,Asia,0.0,65.0,1.0
801–1000,Bauman Moscow State Technical University,19394,4.0,0.07,30,21.0,39.8,16.3,4.6,52.5,20.0,large,Russian Federation,Europe,0.0,139.0,2.0
801–1000,Beijing Jiaotong University,24610,13.7,0.06,41,19.9,22.2,21.9,11.9,58.2,22.5,large,China,Asia,0.0,61.0,1.0
801–1000,Belarusian State University,27384,9.1,0.09,69,18.0,21.0,9.9,11.9,43.1,54.8,large,Belarus,Europe,0.0,105.0,2.0
801–1000,Birla Institute of Technology and Science Pilani,12502,17.5,0.13,21,19.6,18.7,7.9,31.9,32.6,16.2,medium,India,Asia,0.0,64.0,1.0
801–1000,University of Brasília,51179,19.3,0.02,51,19.6,23.4,12.4,19.1,31.7,31.2,large,Brazil,South America,0.0,189.0,5.0
801–1000,Brno University of Technology,22278,21.4,0.19,28,21.3,19.1,13.6,24.0,40.1,43.7,large,Czech Republic,Europe,0.0,112.0,2.0
801–1000,University of Bucharest,31234,23.4,0.02,69,17.6,22.7,6.5,17.1,31.8,39.5,large,Romania,Europe,0.0,138.0,2.0
801–1000,Budapest University of Technology and Economics,20258,19.6,0.03,31,21.2,17.7,12.8,29.0,45.3,29.7,large,Hungary,Europe,0.0,120.0,2.0
801–1000,Cairo University,252095,46.2,0.02,48,19.9,21.5,11.4,22.6,33.0,32.9,large,Egypt,Africa,0.0,14.0,0.0
801–1000,University of Calcutta,18922,36.0,0.13,50,20.1,33.3,13.3,14.0,33.5,14.6,large,India,Asia,0.0,64.0,1.0
801–1000,California Polytechnic State University San Luis Obispo,18838,20.5,0.02,47,20.4,16.6,7.0,33.3,37.0,32.4,large,United States,North America,1.0,172.0,3.0
801–1000,University of Castilla-La Mancha,24174,14.3,0.05,56,20.5,18.1,10.4,28.7,33.7,33.3,large,Spain,Europe,0.0,144.0,2.0
801–1000,Catholic University of the North,11187,20.2,0.01,45,16.8,16.3,11.7,12.5,33.2,51.1,medium,Chile,South America,0.0,190.0,5.0
801–1000,Central University of Venezuela,48426,14.7,0.01,57,16.4,16.4,7.3,18.9,31.9,37.6,large,Venezuela,South America,0.0,198.0,5.0
801–1000,University of Cergy-Pontoise,18125,9.4,0.15,64,20.5,19.4,9.3,20.8,35.1,63.2,large,France,Europe,0.0,116.0,2.0
801–1000,Chiang Mai University,35809,16.9,0.01,62,19.9,21.0,12.8,19.8,49.7,34.7,large,Thailand,Asia,0.0,93.0,1.0
801–1000,China University of Mining and Technology,43095,18.1,0.01,28,17.8,20.0,15.0,15.9,57.9,14.8,large,China,Asia,0.0,61.0,1.0
801–1000,China University of Petroleum Beijing,15133,18.8,0.05,49,21.2,22.0,22.9,12.8,99.6,19.0,large,China,Asia,0.0,61.0,1.0
801–1000,Chongqing University,49391,17.6,0.03,49,20.2,19.2,17.8,20.8,58.8,19.0,large,China,Asia,0.0,61.0,1.0
801–1000,Chungnam National University,22674,22.2,0.03,34,19.1,23.2,18.3,13.1,43.9,21.9,large,South Korea,Asia,0.0,73.0,1.0
801–1000,Chung Yuan Christian University,15769,31.7,0.09,42,19.9,16.8,23.9,15.0,42.2,28.5,large,Taiwan,Asia,0.0,91.0,1.0
801–1000,Chuo University,26870,37.6,0.03,34,18.5,26.4,8.8,18.4,34.4,21.2,large,Japan,Asia,0.0,69.0,1.0
801–1000,Cochin University of Science and Technology,8168,32.0,0.13,36,15.7,26.5,12.3,7.2,32.3,15.2,medium,India,Asia,0.0,64.0,1.0
801–1000,University of Colombo,22826,32.1,0.13,59,16.6,25.0,7.9,12.9,0.6,38.2,large,Sri Lanka,Asia,0.0,89.0,1.0
801–1000,University of Concepción,26682,17.9,0.01,50,20.3,17.1,13.5,20.4,57.2,47.6,large,Chile,South America,0.0,190.0,5.0
801–1000,Corvinus University of Budapest,13724,25.0,0.12,55,17.4,16.9,9.5,18.0,32.0,43.7,medium,Hungary,Europe,0.0,120.0,2.0
801–1000,University of Costa Rica,30436,10.3,0.02,53,16.9,18.2,6.9,19.1,0.6,48.2,large,Costa Rica,North America,0.0,155.0,3.0
801–1000,Czech University of Life Sciences Prague (CULS),17077,20.6,0.18,54,19.1,18.7,12.1,12.1,47.7,66.9,large,Czech Republic,Europe,0.0,112.0,2.0
801–1000,University of Debrecen,27519,18.2,0.14,57,19.7,18.8,3.4,27.5,40.4,50.1,large,Hungary,Europe,0.0,120.0,2.0
801–1000,Del Rosario University,8458,11.3,0.03,49,19.6,17.7,8.1,25.6,31.9,45.7,medium,Colombia,South America,0.0,191.0,5.0
801–1000,University of Derby,12217,15.0,0.14,55,21.2,16.4,8.5,29.5,32.4,54.4,medium,United Kingdom,Europe,1.0,148.0,2.0
801–1000,Ehime University,9526,12.8,0.03,37,18.4,20.9,13.0,17.9,38.6,24.9,medium,Japan,Asia,0.0,69.0,1.0
801–1000,The University of Electro-Communications,4982,16.6,0.05,10,20.1,20.4,19.8,17.1,36.3,27.0,small,Japan,Asia,0.0,69.0,1.0
801–1000,University of Electronic Science and Technology of China,34052,16.2,0.01,23,20.3,19.6,14.3,21.4,86.9,20.0,large,China,Asia,0.0,61.0,1.0
801–1000,Erciyes University,35263,25.3,0.02,47,18.3,17.0,11.0,21.8,71.2,20.8,large,Turkey,Asia,0.0,94.0,1.0
801–1000,Federal University of Ceará (UFC),34084,16.3,0.13,47,17.5,22.1,9.1,18.8,33.0,22.1,large,Brazil,South America,0.0,189.0,5.0
801–1000,Federal University of Pelotas,17882,13.7,0.01,51,19.9,18.3,8.1,35.0,1.1,19.7,large,Brazil,South America,0.0,189.0,5.0
801–1000,Federal University of Pernambuco,32408,12.7,0.01,50,16.8,23.2,9.1,14.6,47.0,20.4,large,Brazil,South America,0.0,189.0,5.0
801–1000,Federal University of Rio Grande do Norte (UFRN),42613,19.3,0.13,54,15.8,19.9,8.3,15.8,42.1,20.6,large,Brazil,South America,0.0,189.0,5.0
801–1000,Federal University of Santa Catarina,34183,14.2,0.02,48,20.7,25.0,10.6,23.6,38.4,26.1,large,Brazil,South America,0.0,189.0,5.0
801–1000,Federal University of São Carlos,18145,14.5,0.02,49,18.5,25.5,12.0,15.9,32.3,22.4,large,Brazil,South America,0.0,189.0,5.0
801–1000,Feng Chia University,21014,24.8,0.12,37,20.8,17.1,15.9,25.0,37.6,32.2,large,Taiwan,Asia,0.0,91.0,1.0
801–1000,Ferdowsi University of Mashhad,23211,28.4,0.04,57,19.7,22.9,14.7,20.1,35.8,20.2,large,Iran,Asia,0.0,66.0,1.0
801–1000,University of La Frontera,10157,24.7,0.13,44,16.9,16.5,9.1,17.2,32.2,43.5,medium,Chile,South America,0.0,190.0,5.0
801–1000,Fu Jen Catholic University,23154,19.3,0.07,58,19.7,17.9,13.3,24.6,45.3,24.7,large,Taiwan,Asia,0.0,91.0,1.0
801–1000,Universitas Gadjah Mada,42398,12.4,0.01,53,18.7,18.9,10.4,18.1,60.6,38.9,large,Indonesia,Asia,0.0,65.0,1.0
801–1000,Gda_sk University of Technology,24230,19.9,0.01,40,18.8,16.6,9.5,28.6,37.4,19.1,large,Poland,Europe,0.0,136.0,2.0
801–1000,University of Ghana,39436,35.1,0.02,43,21.4,17.7,18.3,20.4,34.2,48.4,large,Ghana,Africa,0.0,20.0,0.0
801–1000,Gifu University,7320,8.0,0.04,35,17.2,22.7,10.8,15.5,34.7,21.3,medium,Japan,Asia,0.0,69.0,1.0
801–1000,Grigore T. Popa University of Medicine and Pharmacy,9710,11.7,0.29,65,15.8,20.1,7.1,9.9,32.0,51.2,medium,Romania,Europe,0.0,138.0,2.0
801–1000,University of Guilan,16946,15.1,0.13,55,17.8,18.0,10.9,24.4,32.0,14.0,large,Iran,Asia,0.0,66.0,1.0
801–1000,Hallym University,8688,10.1,0.03,49,16.4,18.8,13.4,14.8,32.9,20.0,medium,South Korea,Asia,0.0,73.0,1.0
801–1000,Hamamatsu University School of Medicine,1198,3.8,0.02,49,18.6,27.5,6.0,21.2,37.2,17.4,small,Japan,Asia,0.0,69.0,1.0
801–1000,Hosei University,28937,38.5,0.02,35,19.2,17.0,8.0,30.4,32.5,23.2,large,Japan,Asia,0.0,69.0,1.0
801–1000,Huaqiao University,23442,14.9,0.15,38,17.7,16.0,9.0,19.6,38.8,45.3,large,China,Asia,0.0,61.0,1.0
801–1000,University of Ibadan,26783,16.5,0.01,47,16.8,25.9,11.4,7.4,40.3,32.0,large,Nigeria,Africa,0.0,37.0,0.0
801–1000,Imam Abdulrahman Bin Faisal University,22257,8.8,0.04,81,15.8,20.7,6.3,5.3,32.3,70.8,large,Saudi Arabia,Asia,0.0,87.0,1.0
801–1000,University of Indonesia,42854,13.7,0.05,59,20.7,23.9,10.4,18.9,40.8,49.6,large,Indonesia,Asia,0.0,65.0,1.0
801–1000,University of Isfahan,12473,19.4,0.01,59,18.5,24.8,20.2,9.1,41.4,16.1,medium,Iran,Asia,0.0,66.0,1.0
801–1000,I-Shou University,16705,31.3,0.11,46,17.2,16.1,14.4,15.5,49.0,28.7,large,Taiwan,Asia,0.0,91.0,1.0
801–1000,Istanbul University,96144,45.9,0.06,48,21.0,26.4,18.1,14.9,52.6,24.4,large,Turkey,Asia,0.0,94.0,1.0
801–1000,Iwate University,5713,14.6,0.02,37,16.9,20.7,10.4,16.4,41.7,21.3,medium,Japan,Asia,0.0,69.0,1.0
801–1000,Izmir Institute of Technology,4211,18.6,0.04,46,21.4,18.8,9.2,32.3,42.4,29.8,small,Turkey,Asia,0.0,94.0,1.0
801–1000,Jamia Millia Islamia,16710,23.3,0.01,33,21.0,29.2,7.5,25.4,33.8,20.8,large,India,Asia,0.0,64.0,1.0
801–1000,Jiangsu University,32350,7.0,0.04,47,17.8,21.5,9.9,16.6,51.5,27.6,large,China,Asia,0.0,61.0,1.0
801–1000,Jikei University School of Medicine,1020,0.6,0.04,45,21.0,25.5,8.6,28.3,35.1,18.6,small,Japan,Asia,0.0,69.0,1.0
801–1000,Jinan University,34016,14.8,0.25,60,20.5,21.4,13.8,19.1,37.2,44.1,large,China,Asia,0.0,61.0,1.0
801–1000,University of Jordan,31278,16.0,0.14,65,17.6,19.3,9.1,11.5,34.8,62.8,large,Jordan,Asia,0.0,70.0,1.0
801–1000,Kagoshima University,10577,10.2,0.03,38,18.3,21.2,10.9,20.4,38.6,20.8,medium,Japan,Asia,0.0,69.0,1.0
801–1000,Kansai Medical University,829,1.1,0.02,38,20.8,26.9,7.0,28.4,32.2,16.8,small,Japan,Asia,0.0,69.0,1.0
801–1000,Kasetsart University,68505,23.1,0.01,61,15.6,18.4,10.7,10.5,40.4,36.3,large,Thailand,Asia,0.0,93.0,1.0
801–1000,University of Kerala,9593,31.3,0.01,65,18.5,31.5,11.8,12.3,31.8,13.6,medium,India,Asia,0.0,64.0,1.0
801–1000,Khon Kaen University,34661,18.8,0.02,63,17.5,19.8,9.3,16.9,53.5,30.9,large,Thailand,Asia,0.0,93.0,1.0
801–1000,Kindai University,30609,13.0,0.02,29,20.6,15.6,9.4,35.4,37.0,20.4,large,Japan,Asia,0.0,69.0,1.0
801–1000,King Mongkut’s Institute of Technology Ladkrabang,23946,25.0,0.13,52,17.2,16.8,18.0,10.2,88.6,19.3,large,Thailand,Asia,0.0,93.0,1.0
801–1000,Kitasato University,8555,5.5,0.13,52,17.8,23.5,8.8,19.6,43.3,15.7,medium,Japan,Asia,0.0,69.0,1.0
801–1000,Kyoto Institute of Technology,4057,13.0,0.05,26,16.1,23.1,13.9,8.0,40.4,20.6,small,Japan,Asia,0.0,69.0,1.0
801–1000,Kyushu Institute of Technology (Kyutech),5793,16.0,0.04,13,18.1,20.2,11.9,18.2,46.4,24.8,medium,Japan,Asia,0.0,69.0,1.0
